Run App Dependency ID	APP Name	Run Name	Dependant APP Name	Dependant Run Name	Create Date Time	Last Modified Date Time	APP Run ID	Dependant APP Run ID
300001	EDW	CFE_SPAIS	EDW	V_2_O	2007-01-07 00:00:00.000000	2007-01-07 00:00:00.000000	?	?
1400002	EDW	CF_MVR_WKLY_EXTR	EDW	UDB_DATA_CLEANUP_169598	2008-04-18 13:41:22.960000	2008-04-18 13:41:22.960000	?	?
17900001	EDW	CLAIMS_FA_ISO_SAS_EXTR	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	2016-07-21 10:15:06.490000	2016-07-21 10:15:06.490000	?	?
17800001	EDW	CLAIMS_FA_ISO_SAS_EXTR	EDW	S_2_O_CL_FA_ISO_NRT	2016-06-29 11:17:39.810000	2016-06-29 11:17:39.810000	?	?
17400001	EDW	CLAIMS_FA_NAV_SAS_EXTR	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	2016-06-23 08:04:11.060000	2016-06-23 08:04:11.060000	?	?
15500001	EDW	CLAIMS_FA_NICB_SAS_EXTR	EDW	S_2_O_CL_FA_NICB	2015-09-11 09:14:48.560000	2015-09-11 09:14:48.560000	?	?
17400002	EDW	CLAIMS_FA_SA_SAS_EXTR	EDW	S_2_O_CL_FA_SMARTADVISOR	2016-06-23 08:20:30.570000	2016-06-23 08:20:30.570000	?	?
16100004	EDW	CMPN_MGMT_CNSNT_EXTR	EDW	O_2_D_NET_BINDS	2015-12-11 07:42:25.250000	2015-12-11 07:42:25.250000	?	?
16100003	EDW	CMPN_MGMT_CNSNT_EXTR	EDW	O_2_D_POLICY_DIMS	2015-12-11 07:42:25.230000	2015-12-11 07:42:25.230000	?	?
16100002	EDW	CMPN_MGMT_CNSNT_EXTR	EDW	S_2_O_EPAPERLESS	2015-12-11 07:42:25.210000	2015-12-11 07:42:25.210000	?	?
16100001	EDW	CMPN_MGMT_CNSNT_EXTR	EDW	V_2_O	2015-12-11 07:42:25.180000	2015-12-11 07:42:25.180000	?	?
10400001	EDW	CMPN_MGMT_MKT_EXTR	EDW	O_2_D	2013-09-26 09:09:54.540000	2013-09-26 09:09:54.540000	?	?
10400002	EDW	cmpn_mgmt_mkt_extrB	EDW	O_2_D_CLAIMS	2013-09-26 09:09:54.540000	2013-09-26 09:09:54.540000	?	?
11500001	EDW	CMPN_MGMT_MKT_R3_EXTR	EDW	O_2_D	2014-06-06 09:12:54.640000	2014-06-06 09:12:54.640000	?	?
15700001	EDW	CMPN_MGMT_MKT_R3_EXTR	EDW	POL_ACTIVITY_DETC	2015-09-18 08:20:39.340000	2015-09-18 08:20:39.340000	?	?
15100001	EDW	CMPN_MGMT_MKT_R3_EXTR	EDW	RECALLNOTIFY_INBND_EXTR	2015-07-20 12:27:09.070000	2015-07-20 12:27:09.070000	?	?
15600001	EDW	CMPN_MGMT_MKT_R3_EXTR	EDW	S_2_O_DEDUCTIBLE_FUND	2015-09-11 10:59:33.920000	2015-09-11 10:59:33.920000	?	?
11500002	EDW	CMPN_MGMT_MKT_R3_EXTR	EDW	S_2_O_NON_OM	2014-06-06 09:12:54.760000	2014-06-06 09:12:54.760000	?	?
7600001	EDW	CNTV_TO_ODS_X	EDW	O_2_D	2012-12-04 23:55:01.010000	2012-12-04 23:55:01.010000	?	?
8700001	EDW	CUNA_DIRECT_MAIL_EXTR	EDW	V_2_O	2013-03-12 10:29:53.530000	2013-03-12 10:29:53.530000	?	?
1500002	EDW	CUNA_MKT_EXTR	EDW	MKT_DLY_EXTR	2008-07-31 15:00:00.000000	2008-07-31 15:00:00.000000	?	?
12200001	EDW	CUNA_ONSITE_MKT_EXTR	EDW	G_2_O	2014-09-08 11:26:25.420000	2014-09-08 11:26:25.420000	?	?
12200002	EDW	CUNA_ONSITE_MKT_EXTR	EDW	O_2_D	2014-09-08 11:26:25.420000	2014-09-08 11:26:25.420000	?	?
3600008	EDW	CUST_SAT	EDW	MARITZ	2011-01-07 13:04:50.500000	2011-01-07 13:04:50.500000	?	?
4900001	EDW	C_2_D_HIERARCHIES	EDW	C_2_O	2011-04-22 13:22:26.680000	2011-04-22 13:22:26.680000	?	?
4800001	EDW	C_2_D_HIERARCHIES	EDW	M_2_O	2011-04-22 13:22:26.680000	2011-04-22 13:22:26.680000	?	?
4700001	EDW	C_2_D_HIERARCHIES	EDW	V_2_O	2011-04-22 13:22:26.680000	2011-04-22 13:22:26.680000	?	?
5800003	EDW	DM_UPD_INET_ASST	EDW	O_2_D	2009-01-01 00:00:00.000000	2011-06-28 00:00:00.000000	?	?
5800002	EDW	DM_UPD_INET_ASST	EDW	O_2_D_CQ 	2009-01-01 00:00:00.000000	2011-06-28 00:00:00.000000	?	?
5800001	EDW	DM_UPD_INET_ASST	EDW	O_2_D_NET_BINDS	2009-01-01 00:00:00.000000	2011-06-28 00:00:00.000000	?	?
7200002	EDW	DM_UPD_INET_ASST	EDW	O_2_D_NET_BINDS_ML	2012-09-24 14:25:16.160000	2012-09-24 14:25:16.160000	?	?
13200002	EDW	D_2_D_ACTUARY_PACA_MTHLY	EDW	M_2_O	2014-11-11 13:41:19.190000	2014-11-11 13:41:19.190000	?	?
3400001	EDW	EARS_EXTR	EDW	O_2_D	2010-09-28 07:50:23.230000	2010-09-28 07:50:23.230000	?	?
3400002	EDW	EARS_EXTR	EDW	O_2_D_NET_BINDS	2010-09-28 07:50:23.230000	2010-09-28 07:50:23.230000	?	?
3400003	EDW	EARS_EXTR	EDW	O_2_D_POLICY_EMPLY_CUST_D	2010-09-28 07:50:23.230000	2010-09-28 07:50:23.230000	?	?
6000001	EDW	ENDORSEMENT_FORMS	EDW	O_2_D_POLICY_WRK_REF	2010-11-10 14:33:11.110000	2010-11-10 14:33:11.110000	?	?
6000002	EDW	ENDORSEMENT_FORMS	EDW	O_2_D_QUOTE_WRK	2010-11-10 14:33:11.110000	2010-11-10 14:33:11.110000	?	?
3100001	EDW	EPSILON_MKT_ADHOC_EXTR_Z	EDW	EPSILON_MKT_EXTR	2010-03-25 14:32:58.000000	2010-03-25 14:32:58.000000	?	?
3000001	EDW	EPSILON_MKT_ADHOC_EXTR_Z	EDW	UDB_DATA_CLEANUP_169598	2010-03-17 10:50:56.000000	2010-03-17 10:50:56.000000	?	?
2100003	EDW	EPSILON_MKT_EXTR	EDW	CMPN_MGMT_MKT_EXTR	2009-07-20 00:00:00.000000	2009-07-20 00:00:00.000000	?	?
11500003	EDW	EPSILON_MKT_R3_EXTR	EDW	CMPN_MGMT_MKT_R3_EXTR	2014-06-06 09:12:54.920000	2014-06-06 09:12:54.920000	?	?
1100001	EDW	EURO_M132915	EDW	O_2_D	2008-03-12 15:05:09.980000	2008-03-12 15:05:09.980000	?	?
1500003	EDW	EURO_MKT_EXTR	EDW	MKT_DLY_EXTR	2008-07-31 15:00:00.000000	2008-07-31 15:00:00.000000	?	?
16800001	EDW	experian_sda	EDW	M_2_O	2007-10-09 15:00:00.000000	2007-10-09 15:00:00.000000	?	?
2300006	EDW	EXTR_CP_AUTO_ACTVTY	EDW	EXTR_CP_AUTO_ACTVTY_MSTR	2009-05-12 09:52:27.270000	2009-05-12 09:52:27.270000	?	?
2300005	EDW	EXTR_CP_AUTO_ACTVTY_MSTR	EDW	O_2_D	2009-05-12 09:52:27.270000	2009-05-12 09:52:27.270000	?	?
2300004	EDW	EXTR_CP_PROP_ACTVTY	EDW	EXTR_CP_PROP_ACTVTY_MSTR	2009-05-12 09:52:27.270000	2009-05-12 09:52:27.270000	?	?
2300003	EDW	EXTR_CP_PROP_ACTVTY_MSTR	EDW	O_2_D	2009-05-12 09:52:27.270000	2009-05-12 09:52:27.270000	?	?
6100003	EDW	EXTR_GEICO_PIF_ACTVTY	EDW	O_2_D	2011-11-29 15:00:00.000000	2011-11-29 15:00:00.000000	?	?
6100004	EDW	EXTR_GEICO_PIF_ACTVTY	EDW	O_2_D_NET_BINDS	2011-11-29 15:00:00.000000	2011-11-29 15:00:00.000000	?	?
6100005	EDW	EXTR_GEICO_PIF_ACTVTY	EDW	O_2_D_POLICY_ACTVTY_FACTS	2011-11-29 15:00:00.000000	2011-11-29 15:00:00.000000	?	?
6100001	EDW	EXTR_GEICO_PIF_COV	EDW	EXTR_GEICO_PIF_ACTVTY	2011-11-29 15:00:00.000000	2011-11-29 15:00:00.000000	?	?
6100002	EDW	EXTR_GEICO_PIF_POLICY	EDW	EXTR_GEICO_PIF_ACTVTY	2011-11-29 15:00:00.000000	2011-11-29 15:00:00.000000	?	?
5200001	EDW	FACTORS_SPAIS_EXTR	EDW	GEARS_FACTORS	2010-11-10 14:33:11.110000	2010-11-10 14:33:11.110000	?	?
14100012	EDW	FIN_RPTG_BLNG_XPNS1	EDW	FIN_RPTG_MART	2015-01-26 15:29:09.090000	2007-08-10 00:00:00.000000	?	?
14100011	EDW	FIN_RPTG_BLNG_XPNS1	EDW	O_2_D_CBS	2015-01-26 15:29:09.090000	2007-10-09 15:00:00.000000	?	?
15200001	EDW	FIN_RPTG_LOSS_SUMRY	EDW	FIN_RPTG_MART	2015-01-26 15:29:09.090000	2007-08-10 00:00:00.000000	?	?
14100009	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_pa_cdim_mntly	2015-01-26 15:29:09.090000	2007-02-16 19:01:13.130000	?	?
14100010	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_pa_cfct_mntly	2015-01-26 15:29:09.090000	2007-10-09 15:00:00.000000	?	?
14100001	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_pa_dims_mntly	2015-01-26 15:29:09.090000	2015-01-26 15:29:09.090000	?	?
14100002	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_pa_fcts_mntly	2015-01-26 15:29:09.090000	2007-02-16 19:01:13.130000	?	?
14100006	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_plp_clm_mtly	2015-01-26 15:29:09.090000	2006-12-22 00:00:00.000000	?	?
14100005	EDW	FIN_RPTG_MART1	EDW	o_2_d_spais_plp_mntly	2015-01-26 15:29:09.090000	2007-02-16 19:01:13.130000	?	?
14100007	EDW	FIN_RPTG_MART1	EDW	O_2_D_SPAIS_PR_CDIM_MNTLY	2015-01-26 15:29:09.090000	2007-07-19 13:01:13.130000	?	?
14100008	EDW	FIN_RPTG_MART1	EDW	O_2_D_SPAIS_PR_CFCT_MNTLY	2015-01-26 15:29:09.090000	2007-02-16 19:01:13.130000	?	?
14100003	EDW	FIN_RPTG_MART1	EDW	O_2_D_SPAIS_PR_DIMS_MNTLY	2015-01-26 15:29:09.090000	2008-03-18 15:00:00.000000	?	?
14100004	EDW	FIN_RPTG_MART1	EDW	O_2_D_SPAIS_PR_FCTS_MNTLY	2015-01-26 15:29:09.090000	2007-07-19 13:01:13.130000	?	?
5100001	EDW	GEARS_FACTORS	EDW	O_2_D_POLICY_WRK_REF	2010-11-10 14:33:11.110000	2010-11-10 14:33:11.110000	?	?
16600001	EDW	GEICO_AGENT_EXTR	EDW	O_2_D_CQ	2016-03-25 08:24:44.030000	2016-03-25 08:24:44.030000	?	?
600004	EDW	GEICO_AGENT_EXTR	EDW	UDB_DATA_CLEANUP_169598	2007-10-09 15:00:00.000000	2007-10-09 15:00:00.000000	?	?
16300001	EDW	GEICO_DLY_EXTR	EDW	O_2_D_CQ	2016-02-02 16:41:51.510000	2016-02-02 16:41:51.510000	?	?
600001	EDW	GEICO_DLY_EXTR	EDW	UDB_DATA_CLEANUP_169598	2007-10-09 15:00:00.000000	2007-10-09 15:00:00.000000	?	?
600002	EDW	GEICO_MTHLY_EXTR	EDW	GEICO_DLY_EXTR	2007-10-09 15:00:00.000000	2007-10-09 15:00:00.000000	?	?
16300003	EDW	GEICO_MTHLY_EXTR	EDW	O_2_D_CQ	2016-02-02 16:41:51.510000	2016-02-02 16:41:51.510000	?	?
600003	EDW	GEICO_QTRLY_EXTR	EDW	GEICO_MTHLY_EXTR	2007-10-09 15:00:00.000000	2007-10-09 15:00:00.000000	?	?
16300004	EDW	GEICO_QTRLY_EXTR	EDW	O_2_D_CQ	2016-02-02 16:41:51.510000	2016-02-02 16:41:51.510000	?	?
900001	EDW	GEICO_WKLY_EXTR	EDW	GEICO_DLY_EXTR	2007-12-07 15:00:00.000000	2007-12-07 15:00:00.000000	?	?
16300002	EDW	GEICO_WKLY_EXTR	EDW	O_2_D_CQ	2016-02-02 16:41:51.510000	2016-02-02 16:41:51.510000	?	?
10600005	EDW	icasemanager_extr	EDW	o_2_d_claims	2013-12-19 09:35:03.030000	2013-12-19 09:35:03.030000	?	?
10600006	EDW	icasemanager_extr_weekly	EDW	o_2_d_claims	2013-12-19 09:35:03.030000	2013-12-19 09:35:03.030000	?	?
13100001	EDW	INET_ASST	EDW	O_2_D_CDI	2014-10-16 14:21:23.230000	2014-10-16 14:21:23.230000	?	?
13100002	EDW	INET_ASST	EDW	O_2_D_CQ	2014-10-16 14:21:23.230000	2014-10-16 14:21:23.230000	?	?
14500001	EDW	INET_ASST	EDW	O_2_D_CTI	2014-10-16 14:21:23.230000	2014-10-16 14:21:23.230000	?	?
13100003	EDW	INET_ASST	EDW	V_2_O	2014-10-16 14:21:23.230000	2014-10-16 14:21:23.230000	?	?
18100001	EDW	KRUX_USER_TRANS_EXTR	EDW	ARMS_TO_ODS	2016-08-12 08:13:16.160000	2016-08-12 08:13:16.160000	?	?
17200004	EDW	KRUX_USER_TRANS_EXTR	EDW	INET_ASST	2016-06-03 08:20:11.960000	2016-06-03 08:20:11.960000	?	?
17200003	EDW	KRUX_USER_TRANS_EXTR	EDW	M_2_O	2016-06-03 08:20:11.940000	2016-06-03 08:20:11.940000	?	?
17200001	EDW	KRUX_USER_TRANS_EXTR	EDW	NBA_SAS_EXTR	2016-06-03 08:20:11.910000	2016-06-03 08:20:11.910000	?	?
17200005	EDW	KRUX_USER_TRANS_EXTR	EDW	O_2_D_CDI	2016-06-03 08:20:11.970000	2016-06-03 08:20:11.970000	?	?
18100002	EDW	KRUX_USER_TRANS_EXTR	EDW	O_2_D_QUOTE_ACTVTY_FACTS	2016-08-12 08:13:16.180000	2016-08-12 08:13:16.180000	?	?
17200002	EDW	KRUX_USER_TRANS_EXTR	EDW	S_2_O_CST	2016-06-03 08:20:11.930000	2016-06-03 08:20:11.930000	?	?
7300001	EDW	LEXISNEXIS_AUTO_EXTR	EDW	V_2_O_B	2012-11-09 09:49:14.720000	2012-11-09 09:49:14.720000	?	?
4000001	EDW	LEXISNEXIS_AUTO_PREFILL_E		V_2_O	2010-11-10 14:33:11.110000	2010-11-10 14:33:11.110000	?	?
9300002	EDW	LEXNEX_NAV_AUTO_EXTR	EDW	O_2_D_CLAIMS	2013-04-04 00:00:00.000000	2013-04-04 00:00:00.000000	?	?
9300003	EDW	LEXNEX_NAV_PROP_EXTR	EDW	O_2_D_CLAIMS	2013-04-04 00:00:00.000000	2013-04-04 00:00:00.000000	?	?
2200003	EDW	LIFE_DLY_EXTR	EDW	O_2_D	2009-06-19 15:00:00.000000	2009-06-19 15:00:00.000000	?	?
2200002	EDW	LIFE_MKT_EXTR	EDW	LIFE_DLY_EXTR	2009-06-19 15:00:00.000000	2009-06-19 15:00:00.000000	?	?
10400003	EDW	LOSS_LOADING_EXTR	EDW	POL_ACTIVITY_DETC	2013-11-21 14:36:05.050000	2013-11-21 14:36:05.050000	?	?
13500001	EDW	LOSS_LOADING_EXTR	EDW	S_2_O_CLAIMS_CL_CNTR_NRT	2014-11-07 13:30:17.170000	2014-11-07 13:30:17.170000	?	?
9000029	EDW	MANUAL_LINES	EDW	ENDORSEMENT_FORMS	2013-05-07 14:01:58.350000	2013-05-07 14:01:58.350000	?	?
9000028	EDW	MANUAL_LINES	EDW	GEARS_FACTORS	2013-05-07 14:01:58.300000	2013-05-07 14:01:58.300000	?	?
2800002	EDW	MANUAL_LINES	EDW	O_2_D	2009-11-16 15:00:00.000000	2009-11-16 15:00:00.000000	?	?
9000026	EDW	MANUAL_LINES	EDW	O_2_D_CTI	2013-05-07 14:01:57.990000	2013-05-07 14:01:57.990000	?	?
9000031	EDW	MANUAL_LINES	EDW	O_2_D_NET_BINDS_ML	2013-05-07 14:01:58.680000	2013-05-07 14:01:58.680000	?	?
9000032	EDW	MANUAL_LINES	EDW	O_2_D_POLICY_DIMS	2013-05-07 14:01:58.790000	2013-05-07 14:01:58.790000	?	?
9000033	EDW	MANUAL_LINES	EDW	O_2_D_POLICY_EMPLY_CUST_D	2013-05-07 14:01:58.950000	2013-05-07 14:01:58.950000	?	?
9000034	EDW	MANUAL_LINES	EDW	O_2_D_QUOTE_EMPLY_CUST_D	2013-05-07 14:01:59.170000	2013-05-07 14:01:59.170000	?	?
9000035	EDW	MANUAL_LINES	EDW	S_2_O_COLLAB_TOOLS	2013-05-07 14:01:59.330000	2013-05-07 14:01:59.330000	?	?
1500001	EDW	MKT_DLY_EXTR	EDW	UDB_DATA_CLEANUP_169598	2008-07-31 15:00:00.000000	2008-07-31 15:00:00.000000	?	?
11000001	EDW	MKT_SURVEY_SALES_EXTR	EDW	O_2_D	2013-12-02 10:02:17.170000	2013-12-02 10:02:17.170000	?	?
11000002	EDW	MKT_SURVEY_SALES_EXTR	EDW	O_2_D_CQ	2013-12-02 10:02:17.170000	2013-12-02 10:02:17.170000	?	?
11000003	EDW	MKT_SURVEY_SALES_EXTR	EDW	O_2_D_NET_BINDS	2013-12-02 10:02:17.170000	2013-12-02 10:02:17.170000	?	?
11100001	EDW	MKT_SURVEY_SERVICE_EXTR	EDW	O_2_D	2013-12-11 13:09:09.090000	2013-12-11 13:09:09.090000	?	?
11100002	EDW	MKT_SURVEY_SERVICE_EXTR	EDW	O_2_D_CQ	2013-12-11 13:09:09.090000	2013-12-11 13:09:09.090000	?	?
11100004	EDW	MKT_SURVEY_SERVICE_EXTR	EDW	O_2_D_CTI	2013-12-11 13:09:09.090000	2013-12-11 13:09:09.090000	?	?
11100003	EDW	MKT_SURVEY_SERVICE_EXTR	EDW	O_2_D_NET_BINDS	2013-12-11 13:09:09.090000	2013-12-11 13:09:09.090000	?	?
500001	EDW	MYRIAD_MKT_EXTR	EDW	V_2_O	2006-12-22 00:00:00.000000	2007-07-19 13:01:13.130000	?	?
14600002	EDW	NBA_SAS_EXTR	EDW	INET_ASST	2015-03-18 10:24:45.450000	2015-03-18 10:24:45.450000	?	?
17000001	EDW	NBA_SAS_EXTR	EDW	NBA_SAS_OFFER_OUTPUT	2016-05-12 10:29:37.370000	2016-05-12 10:29:37.370000	?	?
14600001	EDW	NBA_SAS_EXTR	EDW	O_2_D_POLICY_ACTVTY_FACTS	2015-03-18 10:24:45.450000	2015-03-18 10:24:45.450000	?	?
9300001	EDW	NETMAP_NAV_EXTR	EDW	O_2_D_CLAIMS	2013-04-04 00:00:00.000000	2013-04-04 00:00:00.000000	?	?
12000001	EDW	NIELSEN_EXTR	EDW	NIELSEN_EXTR_CNTL	2014-05-29 13:10:25.250000	2014-05-29 13:10:25.250000	?	?
4300006	EDW	OMNITURE_EXTR	EDW	O_2_D	2011-04-22 13:42:52.920000	2011-04-22 13:42:52.920000	?	?
2900001	EDW	OMNITURE_EXTR	EDW	O_2_D_CQ	2010-02-16 15:00:00.000000	2010-02-16 15:00:00.000000	?	?
2900002	EDW	OMNITURE_EXTR	EDW	O_2_D_NET_BINDS	2010-02-16 15:00:00.000000	2010-02-16 15:00:00.000000	?	?
8400005	EDW	OMNITURE_EXTR_V2	EDW	DM_UPD_INET_ASST	2012-11-11 16:28:01.010000	2012-11-11 16:28:01.010000	?	?
8400001	EDW	OMNITURE_EXTR_V2	EDW	O_2_D	2012-11-11 16:28:01.010000	2012-11-11 16:28:01.010000	?	?
8400002	EDW	OMNITURE_EXTR_V2	EDW	O_2_D_CQ	2012-11-11 16:28:01.010000	2012-11-11 16:28:01.010000	?	?
8400003	EDW	OMNITURE_EXTR_V2	EDW	O_2_D_NET_BINDS	2012-11-11 16:28:01.010000	2012-11-11 16:28:01.010000	?	?
8400004	EDW	OMNITURE_EXTR_V2	EDW	O_2_D_NET_BINDS_ML	2012-11-11 16:28:01.010000	2012-11-11 16:28:01.010000	?	?
8100001	EDW	OMNITURE_MOB_AUTO	EDW	O_2_D	2012-08-08 15:00:00.000000	2012-08-08 15:00:00.000000	?	?
100001	EDW	O_2_D	EDW	O_2_D_SETUP	2007-02-16 19:01:13.130000	2007-02-16 19:01:13.130000	?	?
10800001	EDW	O_2_D_ADM	EDW	S_2_O_ADM	2013-07-31 10:51:04.040000	2013-07-31 10:51:04.040000	?	?
8600003	EDW	O_2_D_AFFINITY	EDW	CNTV_TO_ODS	2013-01-16 13:29:13.130000	2013-01-16 13:29:13.130000	?	?
8600004	EDW	O_2_D_AFFINITY_X	EDW	ARMS_TO_ODS	2013-01-16 13:29:13.130000	2013-01-16 13:29:13.130000	?	?
8600002	EDW	O_2_D_AFFINITY_X	EDW	O_2_D	2013-01-16 13:29:13.130000	2013-01-16 13:29:13.130000	?	?
18000001	EDW	O_2_D_AGCY_STRCT	EDW	O_2_D	2016-04-20 16:15:00.000000	2016-04-20 16:15:00.000000	?	?
10600004	EDW	O_2_D_CBS_AFFINITY	EDW	O_2_D	2013-08-07 12:51:03.030000	2013-08-07 12:51:03.030000	?	?
10600003	EDW	O_2_D_CBS_AFFINITY	EDW	O_2_D_CBS	2013-08-07 12:51:03.030000	2013-08-07 12:51:03.030000	?	?
12900003	edw	o_2_d_cdi	edw	o_2_d_cq	2014-10-24 08:31:27.600000	2014-10-24 08:31:27.600000	?	?
12900001	edw	o_2_d_cdi	edw	o_2_d_net_binds	2014-10-24 08:31:27.570000	2014-10-24 08:31:27.570000	?	?
